date,access_method,referrer_type,pageviews
2018-04-14,mobile web,external,47717
2018-04-14,mobile web,external (search engine),5413284
2018-04-14,mobile web,internal,2550105
2018-04-14,mobile web,none,2137156
2018-04-15,desktop,external,87106
2018-04-15,desktop,external (search engine),2307146
2018-04-15,desktop,internal,1755405
2018-04-15,desktop,none,1024619
2018-04-15,mobile app,none,437305
2018-04-15,mobile web,external,55083
2018-04-15,mobile web,external (search engine),6577527
2018-04-15,mobile web,internal,3288048
2018-04-15,mobile web,none,2503260
2018-04-16,desktop,external,102744
2018-04-16,desktop,external (search engine),3084533
2018-04-16,desktop,internal,2111235
2018-04-16,desktop,none,1113883
2018-04-16,mobile app,none,344075
2018-04-16,mobile web,external,48038
2018-04-16,mobile web,external (search engine),5289077
2018-04-16,mobile web,internal,2560441
2018-04-16,mobile web,none,2026647
2018-04-17,desktop,external,101911
2018-04-17,desktop,external (search engine),2995349
2018-04-17,desktop,internal,2028122
2018-04-17,desktop,none,1008329
2018-04-17,mobile app,none,326457
2018-04-17,mobile web,external,45261
2018-04-17,mobile web,external (search engine),5154545
2018-04-17,mobile web,internal,2411257
2018-04-17,mobile web,none,2013299
2018-04-18,desktop,external,94839
2018-04-18,desktop,external (search engine),2877160
2018-04-18,desktop,internal,1930247
2018-04-18,desktop,none,1150683
2018-04-18,mobile app,none,307210
2018-04-18,mobile web,external,46620
2018-04-18,mobile web,external (search engine),4931734
2018-04-18,mobile web,internal,2227205
2018-04-18,mobile web,none,1912134
2018-04-19,desktop,external,99358
2018-04-19,desktop,external (search engine),2807012
2018-04-19,desktop,internal,1875539
2018-04-19,desktop,none,1151230
2018-04-19,mobile app,none,307986
2018-04-19,mobile web,external,44256
2018-04-19,mobile web,external (search engine),4829176
2018-04-19,mobile web,internal,2205756
2018-04-19,mobile web,none,1819349
2018-04-20,desktop,external,91976
2018-04-20,desktop,external (search engine),2614192
2018-04-20,desktop,internal,1953092
2018-04-20,desktop,none,1137621
2018-04-20,mobile app,none,317866
2018-04-20,mobile web,external,44374
2018-04-20,mobile web,external (search engine),4998091
2018-04-20,mobile web,internal,2239338
2018-04-20,mobile web,none,1960517
2018-04-21,desktop,external,71666
2018-04-21,desktop,external (search engine),1845518
2018-04-21,desktop,internal,1651237
2018-04-21,desktop,none,1029173
2018-04-21,mobile app,none,351201
2018-04-21,mobile web,external,48735
2018-04-21,mobile web,external (search engine),5227506
2018-04-21,mobile web,internal,2499908
2018-04-21,mobile web,none,2200197
2018-04-22,desktop,external,78615
2018-04-22,desktop,external (search engine),1994040
2018-04-22,desktop,internal,1546276
2018-04-22,desktop,none,1108749
2018-04-22,mobile app,none,391511
2018-04-22,mobile web,external,54102
2018-04-22,mobile web,external (search engine),5798296
2018-04-22,mobile web,internal,2887114
2018-04-22,mobile web,none,2155735
2018-04-23,desktop,external,111900
2018-04-23,desktop,external (search engine),2951515
2018-04-23,desktop,internal,1991250
2018-04-23,desktop,none,1230383
2018-04-23,mobile app,none,326756
2018-04-23,mobile web,external,61672
2018-04-23,mobile web,external (search engine),5036383
2018-04-23,mobile web,internal,2461877
2018-04-23,mobile web,none,1896544
2018-04-24,desktop,external,91552
2018-04-24,desktop,external (search engine),2722763
2018-04-24,desktop,internal,1859520
2018-04-24,desktop,none,1152795
2018-04-24,mobile app,none,320725
2018-04-24,mobile web,external,48186
2018-04-24,mobile web,external (search engine),5014853
2018-04-24,mobile web,internal,2415853
2018-04-24,mobile web,none,1872574
2018-04-25,desktop,external,81765
2018-04-25,desktop,external (search engine),2151068
2018-04-25,desktop,internal,1593832
2018-04-25,desktop,none,1094963
2018-04-25,mobile app,none,409787
2018-04-25,mobile web,external,60477
2018-04-25,mobile web,external (search engine),5957738
2018-04-25,mobile web,internal,3012365
2018-04-25,mobile web,none,2175538
2018-04-26,desktop,external,101276
2018-04-26,desktop,external (search engine),2921682
2018-04-26,desktop,internal,2016129
2018-04-26,desktop,none,1155558
2018-04-26,mobile app,none,341598
2018-04-26,mobile web,external,52301
2018-04-26,mobile web,external (search engine),5231040
2018-04-26,mobile web,internal,2554777
2018-04-26,mobile web,none,1898391
2018-04-27,desktop,external,89975
2018-04-27,desktop,external (search engine),2638883
2018-04-27,desktop,internal,2009196
2018-04-27,desktop,none,1105391
2018-04-27,mobile app,none,333789
2018-04-27,mobile web,external,45960
2018-04-27,mobile web,external (search engine),4965669
2018-04-27,mobile web,internal,2467032
2018-04-27,mobile web,none,1799936
2018-04-28,desktop,external,76654
2018-04-28,desktop,external (search engine),1815547
2018-04-28,desktop,internal,1580398
2018-04-28,desktop,none,1010854
2018-04-28,mobile app,none,375277
2018-04-28,mobile web,external,48849
2018-04-28,mobile web,external (search engine),5301754
2018-04-28,mobile web,internal,2645809
2018-04-28,mobile web,none,1940900
2018-04-29,desktop,external,76632
2018-04-29,desktop,external (search engine),1866867
2018-04-29,desktop,internal,1508001
2018-04-29,desktop,none,1051776
2018-04-29,mobile app,none,426149
2018-04-29,mobile web,external,53235
2018-04-29,mobile web,external (search engine),5979416
2018-04-29,mobile web,internal,3033625
2018-04-29,mobile web,none,2130345
2018-04-30,desktop,external,92825
2018-04-30,desktop,external (search engine),2530911
2018-04-30,desktop,internal,2057219
2018-04-30,desktop,none,1179961
2018-04-30,mobile app,none,383638
2018-04-30,mobile web,external,48357
2018-04-30,mobile web,external (search engine),5511425
2018-04-30,mobile web,internal,2881681
2018-04-30,mobile web,none,1999379
2018-05-01,desktop,external,90226
2018-05-01,desktop,external (search engine),2385893
2018-05-01,desktop,internal,1888413
2018-05-01,desktop,none,1156671
2018-05-01,mobile app,none,481083
2018-05-01,mobile web,external,61984
2018-05-01,mobile web,external (search engine),6724107
2018-05-01,mobile web,internal,3557866
2018-05-01,mobile web,none,2397263
2018-05-02,desktop,external,106509
2018-05-02,desktop,external (search engine),3121021
2018-05-02,desktop,internal,2218399
2018-05-02,desktop,none,2489920
2018-05-02,mobile app,none,356858
2018-05-02,mobile web,external,52672
2018-05-02,mobile web,external (search engine),5491965
2018-05-02,mobile web,internal,2770446
2018-05-02,mobile web,none,2003320
2018-05-03,desktop,external,97072
2018-05-03,desktop,external (search engine),3208281
2018-05-03,desktop,internal,2524235
2018-05-03,desktop,none,4508749
2018-05-03,mobile app,none,372063
2018-05-03,mobile web,external,51934
2018-05-03,mobile web,external (search engine),5559121
2018-05-03,mobile web,internal,2945788
2018-05-03,mobile web,none,2057172
2018-05-04,desktop,external,92467
2018-05-04,desktop,external (search engine),2908428
2018-05-04,desktop,internal,2323265
2018-05-04,desktop,none,1318071
2018-05-04,mobile app,none,342877
2018-05-04,mobile web,external,46298
2018-05-04,mobile web,external (search engine),5220178
2018-05-04,mobile web,internal,2745340
2018-05-04,mobile web,none,1926044
2018-05-05,desktop,external,82092
2018-05-05,desktop,external (search engine),2126167
2018-05-05,desktop,internal,1867014
2018-05-05,desktop,none,1126616
2018-05-05,mobile app,none,396624
2018-05-05,mobile web,external,52494
2018-05-05,mobile web,external (search engine),5724493
2018-05-05,mobile web,internal,2931878
2018-05-05,mobile web,none,2099997
2018-05-06,desktop,external,78770
2018-05-06,desktop,external (search engine),2307180
2018-05-06,desktop,internal,1717222
2018-05-06,desktop,none,1094353
2018-05-06,mobile app,none,442224
2018-05-06,mobile web,external,54527
2018-05-06,mobile web,external (search engine),6389912
2018-05-06,mobile web,internal,3292168
2018-05-06,mobile web,none,2308077
2018-05-07,desktop,external,92334
2018-05-07,desktop,external (search engine),3245189
2018-05-07,desktop,internal,2188211
2018-05-07,desktop,none,2841902
2018-05-07,mobile app,none,369927
2018-05-07,mobile web,external,44221
2018-05-07,mobile web,external (search engine),5567971
2018-05-07,mobile web,internal,2828346
2018-05-07,mobile web,none,2080024
2018-05-08,desktop,external,93188
2018-05-08,desktop,external (search engine),3227273
2018-05-08,desktop,internal,2137305
2018-05-08,desktop,none,1168589
2018-05-08,mobile app,none,368149
2018-05-08,mobile web,external,47252
2018-05-08,mobile web,external (search engine),5670165
2018-05-08,mobile web,internal,2799325
2018-05-08,mobile web,none,2083088
2018-05-09,desktop,external,92443
2018-05-09,desktop,external (search engine),3167468
2018-05-09,desktop,internal,2162623
2018-05-09,desktop,none,1267581
2018-05-09,mobile app,none,351500
2018-05-09,mobile web,external,52551
2018-05-09,mobile web,external (search engine),5682086
2018-05-09,mobile web,internal,2701661
2018-05-09,mobile web,none,2051496
2018-05-10,desktop,external,87444
2018-05-10,desktop,external (search engine),3126757
2018-05-10,desktop,internal,1998668
2018-05-10,desktop,none,1643232
2018-05-10,mobile app,none,341800
2018-05-10,mobile web,external,44216
2018-05-10,mobile web,external (search engine),5526793
2018-05-10,mobile web,internal,2577451
2018-05-10,mobile web,none,2057600
2018-05-11,desktop,external,85973
2018-05-11,desktop,external (search engine),2869175
2018-05-11,desktop,internal,2077951
2018-05-11,desktop,none,1547914
2018-05-11,mobile app,none,327239
2018-05-11,mobile web,external,44987
2018-05-11,mobile web,external (search engine),5075664
2018-05-11,mobile web,internal,2439496
2018-05-11,mobile web,none,1957073
2018-05-12,desktop,external,69098
2018-05-12,desktop,external (search engine),2107531
2018-05-12,desktop,internal,1739199
2018-05-12,desktop,none,1377670
2018-05-12,mobile app,none,372865
2018-05-12,mobile web,external,63325
2018-05-12,mobile web,external (search engine),5427479
2018-05-12,mobile web,internal,2742166
2018-05-12,mobile web,none,2141439
2018-05-13,desktop,external,72882
2018-05-13,desktop,external (search engine),2299708
2018-05-13,desktop,internal,1910143
2018-05-13,desktop,none,2085562
2018-05-13,mobile app,none,445500
2018-05-13,mobile web,external,59056
2018-05-13,mobile web,external (search engine),6168821
2018-05-13,mobile web,internal,3219274
2018-05-13,mobile web,none,2411748
2018-05-14,desktop,external,100825
2018-05-14,desktop,external (search engine),3533509
2018-05-14,desktop,internal,3080060
2018-05-14,desktop,none,6225727
2018-05-14,mobile app,none,370157
2018-05-14,mobile web,external,58304
2018-05-14,mobile web,external (search engine),5585449
2018-05-14,mobile web,internal,3054302
2018-05-14,mobile web,none,2257516
2018-05-15,desktop,external,98977
2018-05-15,desktop,external (search engine),3495305
2018-05-15,desktop,internal,3166306
2018-05-15,desktop,none,2106640
2018-05-15,mobile app,none,367353
2018-05-15,mobile web,external,49542
2018-05-15,mobile web,external (search engine),5768167
2018-05-15,mobile web,internal,3239463
2018-05-15,mobile web,none,2290888
2018-05-16,desktop,external,96475
2018-05-16,desktop,external (search engine),3310002
2018-05-16,desktop,internal,3113806
2018-05-16,desktop,none,3692930
2018-05-16,mobile app,none,346488
2018-05-16,mobile web,external,50732
2018-05-16,mobile web,external (search engine),5538139
2018-05-16,mobile web,internal,3554515
2018-05-16,mobile web,none,2188322
2018-05-17,desktop,external,96214
2018-05-17,desktop,external (search engine),3260807
2018-05-17,desktop,internal,3353223
2018-05-17,desktop,none,1583560
2018-05-17,mobile app,none,345685
2018-05-17,mobile web,external,44076
2018-05-17,mobile web,external (search engine),5379544
2018-05-17,mobile web,internal,3241195
2018-05-17,mobile web,none,2147946
2018-05-18,desktop,external,89083
2018-05-18,desktop,external (search engine),2902819
2018-05-18,desktop,internal,3126681
2018-05-18,desktop,none,1615408
2018-05-18,mobile app,none,327748
2018-05-18,mobile web,external,41741
2018-05-18,mobile web,external (search engine),5131541
2018-05-18,mobile web,internal,2916246
2018-05-18,mobile web,none,2082901
2018-05-19,desktop,external,71985
2018-05-19,desktop,external (search engine),2146562
2018-05-19,desktop,internal,1771906
2018-05-19,desktop,none,1272000
2018-05-19,mobile app,none,427940
2018-05-19,mobile web,external,41789
2018-05-19,mobile web,external (search engine),6466320
2018-05-19,mobile web,internal,3811394
2018-05-19,mobile web,none,2569521
2018-05-20,desktop,external,80583
2018-05-20,desktop,external (search engine),2438425
2018-05-20,desktop,internal,1771342
2018-05-20,desktop,none,1350700
2018-05-20,mobile app,none,467996
2018-05-20,mobile web,external,51498
2018-05-20,mobile web,external (search engine),6784032
2018-05-20,mobile web,internal,3802182
2018-05-20,mobile web,none,2623414
2018-05-21,desktop,external,100122
2018-05-21,desktop,external (search engine),3549582
2018-05-21,desktop,internal,2235552
2018-05-21,desktop,none,1506167
2018-05-21,mobile app,none,376147
2018-05-21,mobile web,external,47630
2018-05-21,mobile web,external (search engine),6214341
2018-05-21,mobile web,internal,3200534
2018-05-21,mobile web,none,2249589
2018-05-22,desktop,external,100657
2018-05-22,desktop,external (search engine),3565469
2018-05-22,desktop,internal,2382168
2018-05-22,desktop,none,1401745
2018-05-22,mobile app,none,373154
2018-05-22,mobile web,external,49169
2018-05-22,mobile web,external (search engine),6141860
2018-05-22,mobile web,internal,3128887
2018-05-22,mobile web,none,2105527
2018-05-23,desktop,external,105494
2018-05-23,desktop,external (search engine),3532963
2018-05-23,desktop,internal,2489069
2018-05-23,desktop,none,1372441
2018-05-23,mobile app,none,363773
2018-05-23,mobile web,external,59328
2018-05-23,mobile web,external (search engine),6184526
2018-05-23,mobile web,internal,3169585
2018-05-23,mobile web,none,2051146
2018-05-24,desktop,external,97033
2018-05-24,desktop,external (search engine),3273035
2018-05-24,desktop,internal,2259272
2018-05-24,desktop,none,1271497
2018-05-24,mobile app,none,342090
2018-05-24,mobile web,external,46393
2018-05-24,mobile web,external (search engine),5718921
2018-05-24,mobile web,internal,2883272
2018-05-24,mobile web,none,1887645
2018-05-25,desktop,external,85467
2018-05-25,desktop,external (search engine),2856067
2018-05-25,desktop,internal,1827080
2018-05-25,desktop,none,1136789
2018-05-25,mobile app,none,319967
2018-05-25,mobile web,external,41617
2018-05-25,mobile web,external (search engine),5168537
2018-05-25,mobile web,internal,2507802
2018-05-25,mobile web,none,1754010
2018-05-26,desktop,external,70166
2018-05-26,desktop,external (search engine),2039070
2018-05-26,desktop,internal,1457069
2018-05-26,desktop,none,1320335
2018-05-26,mobile app,none,381197
2018-05-26,mobile web,external,51772
2018-05-26,mobile web,external (search engine),5874580
2018-05-26,mobile web,internal,2870392
2018-05-26,mobile web,none,1900246
2018-05-27,desktop,external,75235
2018-05-27,desktop,external (search engine),2384305
2018-05-27,desktop,internal,1802643
2018-05-27,desktop,none,992419
2018-05-27,mobile app,none,444998
2018-05-27,mobile web,external,87940
2018-05-27,mobile web,external (search engine),7117106
2018-05-27,mobile web,internal,3405271
2018-05-27,mobile web,none,2243376
2018-05-28,desktop,external,97385
2018-05-28,desktop,external (search engine),3540558
2018-05-28,desktop,internal,2160477
2018-05-28,desktop,none,1686428
2018-05-28,mobile app,none,351203
2018-05-28,mobile web,external,110723
2018-05-28,mobile web,external (search engine),6242721
2018-05-28,mobile web,internal,2817283
2018-05-28,mobile web,none,1972408
2018-05-29,desktop,external,97397
2018-05-29,desktop,external (search engine),3428594
2018-05-29,desktop,internal,2002770
2018-05-29,desktop,none,1550725
2018-05-29,mobile app,none,338698
2018-05-29,mobile web,external,63995
2018-05-29,mobile web,external (search engine),5695652
2018-05-29,mobile web,internal,2657710
2018-05-29,mobile web,none,1891039
2018-05-30,desktop,external,90546
2018-05-30,desktop,external (search engine),3289884
2018-05-30,desktop,internal,1952362
2018-05-30,desktop,none,1444307
2018-05-30,mobile app,none,334624
2018-05-30,mobile web,external,50641
2018-05-30,mobile web,external (search engine),5513560
2018-05-30,mobile web,internal,2601835
2018-05-30,mobile web,none,1850748
2018-05-31,desktop,external,92339
2018-05-31,desktop,external (search engine),3228306
2018-05-31,desktop,internal,2028996
2018-05-31,desktop,none,1657784
2018-05-31,mobile app,none,347810
2018-05-31,mobile web,external,49887
2018-05-31,mobile web,external (search engine),5765410
2018-05-31,mobile web,internal,2642069
2018-05-31,mobile web,none,1860633
2018-06-01,desktop,external,84406
2018-06-01,desktop,external (search engine),2799410
2018-06-01,desktop,internal,1768213
2018-06-01,desktop,none,1644579
2018-06-01,mobile app,none,325188
2018-06-01,mobile web,external,57020
2018-06-01,mobile web,external (search engine),5162702
2018-06-01,mobile web,internal,2364114
2018-06-01,mobile web,none,1735220
2018-06-02,desktop,external,68187
2018-06-02,desktop,external (search engine),2084620
2018-06-02,desktop,internal,1546978
2018-06-02,desktop,none,2592169
2018-06-02,mobile app,none,389551
2018-06-02,mobile web,external,45712
2018-06-02,mobile web,external (search engine),5665998
2018-06-02,mobile web,internal,2890985
2018-06-02,mobile web,none,1913085
2018-06-03,desktop,external,73836
2018-06-03,desktop,external (search engine),2315888
2018-06-03,desktop,internal,1704609
2018-06-03,desktop,none,3840546
2018-06-03,mobile app,none,433641
2018-06-03,mobile web,external,47116
2018-06-03,mobile web,external (search engine),6322352
2018-06-03,mobile web,internal,3219194
2018-06-03,mobile web,none,2070946
2018-06-04,desktop,external,98808
2018-06-04,desktop,external (search engine),3458250
2018-06-04,desktop,internal,2333156
2018-06-04,desktop,none,1301635
2018-06-04,mobile app,none,355085
2018-06-04,mobile web,external,45794
2018-06-04,mobile web,external (search engine),5792471
2018-06-04,mobile web,internal,2776689
2018-06-04,mobile web,none,1908721
2018-06-05,desktop,external,100549
2018-06-05,desktop,external (search engine),3373702
2018-06-05,desktop,internal,2168972
2018-06-05,desktop,none,1558527
2018-06-05,mobile app,none,359069
2018-06-05,mobile web,external,42492
2018-06-05,mobile web,external (search engine),5942704
2018-06-05,mobile web,internal,2799480
2018-06-05,mobile web,none,1938579
2018-06-06,desktop,external,99300
2018-06-06,desktop,external (search engine),3321878
2018-06-06,desktop,internal,2115519
2018-06-06,desktop,none,1720642
2018-06-06,mobile app,none,342533
2018-06-06,mobile web,external,51630
2018-06-06,mobile web,external (search engine),5466834
2018-06-06,mobile web,internal,2622591
2018-06-06,mobile web,none,1879298
2018-06-07,desktop,external,94775
2018-06-07,desktop,external (search engine),3145349
2018-06-07,desktop,internal,1877214
2018-06-07,desktop,none,3358673
2018-06-07,mobile app,none,340907
2018-06-07,mobile web,external,41628
2018-06-07,mobile web,external (search engine),5399278
2018-06-07,mobile web,internal,2566279
2018-06-07,mobile web,none,1842313
2018-06-08,desktop,external,86888
2018-06-08,desktop,external (search engine),2858621
2018-06-08,desktop,internal,1936384
2018-06-08,desktop,none,1837811
2018-06-08,mobile app,none,340732
2018-06-08,mobile web,external,37739
2018-06-08,mobile web,external (search engine),5130063
2018-06-08,mobile web,internal,2424050
2018-06-08,mobile web,none,1762101
2018-06-09,desktop,external,72330
2018-06-09,desktop,external (search engine),2106403
2018-06-09,desktop,internal,1464390
2018-06-09,desktop,none,1869830
2018-06-09,mobile app,none,388100
2018-06-09,mobile web,external,42826
2018-06-09,mobile web,external (search engine),5408141
2018-06-09,mobile web,internal,2801224
2018-06-09,mobile web,none,1784590
2018-06-10,desktop,external,74208
2018-06-10,desktop,external (search engine),2203964
2018-06-10,desktop,internal,1554109
2018-06-10,desktop,none,1255001
2018-06-10,mobile app,none,431634
2018-06-10,mobile web,external,49202
2018-06-10,mobile web,external (search engine),5949394
2018-06-10,mobile web,internal,3133690
2018-06-10,mobile web,none,1935270
2018-06-11,desktop,external,98600
2018-06-11,desktop,external (search engine),3285994
2018-06-11,desktop,internal,1989303
2018-06-11,desktop,none,1820119
2018-06-11,mobile app,none,345042
2018-06-11,mobile web,external,52270
2018-06-11,mobile web,external (search engine),5274427
2018-06-11,mobile web,internal,2607182
2018-06-11,mobile web,none,1759692
2018-06-12,desktop,external,90274
2018-06-12,desktop,external (search engine),3231816
2018-06-12,desktop,internal,1966916
2018-06-12,desktop,none,1566722
2018-06-12,mobile app,none,343245
2018-06-12,mobile web,external,54216
2018-06-12,mobile web,external (search engine),5359717
2018-06-12,mobile web,internal,2628908
2018-06-12,mobile web,none,1771624
2018-06-13,desktop,external,98163
2018-06-13,desktop,external (search engine),3192993
2018-06-13,desktop,internal,2086941
2018-06-13,desktop,none,3516018
2018-06-13,mobile app,none,347841
2018-06-13,mobile web,external,65613
2018-06-13,mobile web,external (search engine),5307576
2018-06-13,mobile web,internal,2667601
2018-06-13,mobile web,none,1761231
2018-06-14,desktop,external,93378
2018-06-14,desktop,external (search engine),3051062
2018-06-14,desktop,internal,2102343
2018-06-14,desktop,none,8722546
2018-06-14,mobile app,none,343831
2018-06-14,mobile web,external,55657
2018-06-14,mobile web,external (search engine),5484704
2018-06-14,mobile web,internal,2733734
2018-06-14,mobile web,none,1890619
2018-06-15,desktop,external,83389
2018-06-15,desktop,external (search engine),2755334
2018-06-15,desktop,internal,1901326
2018-06-15,desktop,none,1526526
2018-06-15,mobile app,none,329769
2018-06-15,mobile web,external,51150
2018-06-15,mobile web,external (search engine),5372452
2018-06-15,mobile web,internal,2517909
2018-06-15,mobile web,none,1769799
2018-06-16,desktop,external,71527
2018-06-16,desktop,external (search engine),1991760
2018-06-16,desktop,internal,1436115
2018-06-16,desktop,none,4031528
2018-06-16,mobile app,none,387050
2018-06-16,mobile web,external,55379
2018-06-16,mobile web,external (search engine),5766683
2018-06-16,mobile web,internal,2783072
2018-06-16,mobile web,none,1900403
2018-06-17,desktop,external,71372
2018-06-17,desktop,external (search engine),2166301
2018-06-17,desktop,internal,1590315
2018-06-17,desktop,none,1493862
2018-06-17,mobile app,none,439277
2018-06-17,mobile web,external,58515
2018-06-17,mobile web,external (search engine),6384941
2018-06-17,mobile web,internal,3213829
2018-06-17,mobile web,none,2073193
2018-06-18,desktop,external,95566
2018-06-18,desktop,external (search engine),3272129
2018-06-18,desktop,internal,1972509
2018-06-18,desktop,none,2017925
2018-06-18,mobile app,none,359960
2018-06-18,mobile web,external,45867
2018-06-18,mobile web,external (search engine),5749718
2018-06-18,mobile web,internal,2821824
2018-06-18,mobile web,none,1849066
2018-06-19,desktop,external,89199
2018-06-19,desktop,external (search engine),3179421
2018-06-19,desktop,internal,1960267
2018-06-19,desktop,none,2053621
2018-06-19,mobile app,none,359137
2018-06-19,mobile web,external,55538
2018-06-19,mobile web,external (search engine),5869988
2018-06-19,mobile web,internal,2884196
2018-06-19,mobile web,none,1853663
2018-06-20,desktop,external,85477
2018-06-20,desktop,external (search engine),2865006
2018-06-20,desktop,internal,1750441
2018-06-20,desktop,none,1862116
2018-06-20,mobile app,none,335216
2018-06-20,mobile web,external,57369
2018-06-20,mobile web,external (search engine),5446806
2018-06-20,mobile web,internal,2637902
2018-06-20,mobile web,none,1784190
2018-06-21,desktop,external,79662
2018-06-21,desktop,external (search engine),2671032
2018-06-21,desktop,internal,1728805
2018-06-21,desktop,none,1783171
2018-06-21,mobile app,external (search engine),17
2018-06-21,mobile app,internal,44
2018-06-21,mobile app,none,322813
2018-06-21,mobile web,external,44211
2018-06-21,mobile web,external (search engine),5234812
2018-06-21,mobile web,internal,2513444
2018-06-21,mobile web,none,1685793
2018-06-22,desktop,external,80211
2018-06-22,desktop,external (search engine),2588786
2018-06-22,desktop,internal,2065593
2018-06-22,desktop,none,1987075
2018-06-22,mobile app,external,3
2018-06-22,mobile app,external (search engine),1017
2018-06-22,mobile app,internal,1397
2018-06-22,mobile app,none,338340
2018-06-22,mobile web,external,45305
2018-06-22,mobile web,external (search engine),5415590
2018-06-22,mobile web,internal,2667060
2018-06-22,mobile web,none,1715867
2018-06-23,desktop,external,65266
2018-06-23,desktop,external (search engine),1861755
2018-06-23,desktop,internal,1464578
2018-06-23,desktop,none,2289668
2018-06-23,mobile app,external,2
2018-06-23,mobile app,external (search engine),1702
2018-06-23,mobile app,internal,2004
2018-06-23,mobile app,none,376351
2018-06-23,mobile web,external,42365
2018-06-23,mobile web,external (search engine),5680665
2018-06-23,mobile web,internal,2861450
2018-06-23,mobile web,none,1772359
2018-06-24,desktop,external,68015
2018-06-24,desktop,external (search engine),2012135
2018-06-24,desktop,internal,1474943
2018-06-24,desktop,none,1697976
2018-06-24,mobile app,external,10
2018-06-24,mobile app,external (search engine),2049
2018-06-24,mobile app,internal,3050
2018-06-24,mobile app,none,437443
2018-06-24,mobile web,external,57507
2018-06-24,mobile web,external (search engine),6415783
2018-06-24,mobile web,internal,3325326
2018-06-24,mobile web,none,1967938
2018-06-25,desktop,external,86532
2018-06-25,desktop,external (search engine),2827817
2018-06-25,desktop,internal,1873668
2018-06-25,desktop,none,2194717
2018-06-25,mobile app,external,4
2018-06-25,mobile app,external (search engine),1828
2018-06-25,mobile app,internal,2688
2018-06-25,mobile app,none,346358
2018-06-25,mobile web,external,45019
2018-06-25,mobile web,external (search engine),5492927
2018-06-25,mobile web,internal,2769380
2018-06-25,mobile web,none,1742439
2018-06-26,desktop,external,78707
2018-06-26,desktop,external (search engine),2771016
2018-06-26,desktop,internal,1777450
2018-06-26,desktop,none,1999802
2018-06-26,mobile app,external,42
2018-06-26,mobile app,external (search engine),26460
2018-06-26,mobile app,internal,30534
2018-06-26,mobile app,none,284322
2018-06-26,mobile web,external,42863
2018-06-26,mobile web,external (search engine),5360691
2018-06-26,mobile web,internal,2713826
2018-06-26,mobile web,none,1727038
2018-06-27,desktop,external,80076
2018-06-27,desktop,external (search engine),2679771
2018-06-27,desktop,internal,1710056
2018-06-27,desktop,none,1920425
2018-06-27,mobile app,external,86
2018-06-27,mobile app,external (search engine),42478
2018-06-27,mobile app,internal,48053
2018-06-27,mobile app,none,237737
2018-06-27,mobile web,external,48315
2018-06-27,mobile web,external (search engine),5157517
2018-06-27,mobile web,internal,2576433
2018-06-27,mobile web,none,1638943
2018-06-28,desktop,external,77022
2018-06-28,desktop,external (search engine),2648929
2018-06-28,desktop,internal,1727425
2018-06-28,desktop,none,2267550
2018-06-28,mobile app,external,93
2018-06-28,mobile app,external (search engine),49307
2018-06-28,mobile app,internal,56664
2018-06-28,mobile app,none,228103
2018-06-28,mobile web,external,43466
2018-06-28,mobile web,external (search engine),5266487
2018-06-28,mobile web,internal,2630451
2018-06-28,mobile web,none,1692707
2018-06-29,desktop,external,73976
2018-06-29,desktop,external (search engine),2351776
2018-06-29,desktop,internal,1616672
2018-06-29,desktop,none,2498381
2018-06-29,mobile app,external,89
2018-06-29,mobile app,external (search engine),48911
2018-06-29,mobile app,internal,56298
2018-06-29,mobile app,none,221247
2018-06-29,mobile web,external,45654
2018-06-29,mobile web,external (search engine),4933637
2018-06-29,mobile web,internal,2466085
2018-06-29,mobile web,none,1593595
2018-06-30,desktop,external,61216
2018-06-30,desktop,external (search engine),1651189
2018-06-30,desktop,internal,1357453
2018-06-30,desktop,none,2088722
2018-06-30,mobile app,external,93
2018-06-30,mobile app,external (search engine),60504
2018-06-30,mobile app,internal,63678
2018-06-30,mobile app,none,237498
2018-06-30,mobile web,external,46273
2018-06-30,mobile web,external (search engine),5492079
2018-06-30,mobile web,internal,2706051
2018-06-30,mobile web,none,1682235
2018-07-01,desktop,external,65409
2018-07-01,desktop,external (search engine),1762508
2018-07-01,desktop,internal,1420372
2018-07-01,desktop,none,2395737
2018-07-01,mobile app,external,131
2018-07-01,mobile app,external (search engine),70488
2018-07-01,mobile app,internal,78862
2018-07-01,mobile app,none,273431
2018-07-01,mobile web,external,45608
2018-07-01,mobile web,external (search engine),6176644
2018-07-01,mobile web,internal,3275473
2018-07-01,mobile web,none,1876434
2018-07-02,desktop,external,81451
2018-07-02,desktop,external (search engine),2790777
2018-07-02,desktop,internal,1870045
2018-07-02,desktop,none,1867811
2018-07-02,mobile app,external,81
2018-07-02,mobile app,external (search engine),58256
2018-07-02,mobile app,internal,68293
2018-07-02,mobile app,none,233041
2018-07-02,mobile web,external,45415
2018-07-02,mobile web,external (search engine),5850525
2018-07-02,mobile web,internal,2855166
2018-07-02,mobile web,none,1764145
2018-07-03,desktop,external,166400
2018-07-03,desktop,external (search engine),2873384
2018-07-03,desktop,internal,4950466
2018-07-03,desktop,none,2907475
2018-07-03,mobile app,external,302
2018-07-03,mobile app,external (search engine),67696
2018-07-03,mobile app,internal,80980
2018-07-03,mobile app,none,307594
2018-07-03,mobile web,external,231187
2018-07-03,mobile web,external (search engine),6462876
2018-07-03,mobile web,internal,8400016
2018-07-03,mobile web,none,2405492
